,fips,state_abbreviation,area_name,Revenue_retail,Business_black_owned_pct
253,8005,CO,Arapahoe County,9931962,4.1
254,8007,CO,Archuleta County,142696,0.0
255,8009,CO,Baca County,32910,0.0
256,8011,CO,Bent County,16419,0.0
257,8013,CO,Boulder County,4039254,0.5
258,8014,CO,Broomfield County,1139808,1.3
259,8015,CO,Chaffee County,252573,0.0
260,8017,CO,Cheyenne County,12958,0.0
261,8019,CO,Clear Creek County,73119,0.0
262,8021,CO,Conejos County,33081,0.0
263,8023,CO,Costilla County,5702,0.0
264,8025,CO,Crowley County,15707,0.0
265,8027,CO,Custer County,58746,0.0
266,8029,CO,Delta County,312871,0.0
267,8031,CO,Denver County,6835351,4.3
268,8033,CO,Dolores County,15039,0.0
269,8035,CO,Douglas County,3765450,0.0
270,8037,CO,Eagle County,928788,0.0
271,8039,CO,Elbert County,80718,0.0
272,8041,CO,El Paso County,7950151,2.5
273,8043,CO,Fremont County,352422,0.0
274,8045,CO,Garfield County,1184677,0.0
275,8047,CO,Gilpin County,3225,0.0
276,8049,CO,Grand County,193138,0.0
277,8051,CO,Gunnison County,211576,0.0
278,8053,CO,Hinsdale County,7808,0.0
279,8055,CO,Huerfano County,55321,0.0
280,8057,CO,Jackson County,19370,0.0
281,8059,CO,Jefferson County,7282158,0.6
282,8061,CO,Kiowa County,8036,0.0
283,8063,CO,Kit Carson County,84356,0.0
284,8065,CO,Lake County,51369,0.0
285,8067,CO,La Plata County,790433,0.0
286,8069,CO,Larimer County,3922871,0.4
287,8071,CO,Las Animas County,164359,0.0
288,8073,CO,Lincoln County,134696,0.0
289,8075,CO,Logan County,281292,0.0
290,8077,CO,Mesa County,2389507,0.0
291,8079,CO,Mineral County,6008,0.0
292,8081,CO,Moffat County,213043,0.0
293,8083,CO,Montezuma County,301379,0.0
294,8085,CO,Montrose County,610875,0.0
295,8087,CO,Morgan County,232820,0.0
296,8089,CO,Otero County,171450,0.0
297,8091,CO,Ouray County,26977,0.0
298,8093,CO,Park County,55409,0.0
299,8095,CO,Phillips County,45616,0.0
300,8097,CO,Pitkin County,399540,0.0
301,8099,CO,Prowers County,146970,0.0
302,8101,CO,Pueblo County,1864599,0.6
303,8103,CO,Rio Blanco County,54732,0.0
304,8105,CO,Rio Grande County,110165,0.0
305,8107,CO,Routt County,421473,0.0
306,8109,CO,Saguache County,20857,0.0
307,8111,CO,San Juan County,6624,0.0
308,8113,CO,San Miguel County,97815,0.0
309,8115,CO,Sedgwick County,33331,0.0
310,8117,CO,Summit County,641013,0.0
